band,distance_km,name,reg_name,city,district,address,phone,email,website,rating,reviews,size_tier,seats_at_once,approved_capacity,approved_capacity_en,n_classes,classrooms,classroom_m2,building_m2,n_teachers,category,licensed_on,principal,director,match,reg_id,type,status,maps,lat,lng,place_id
15–20 km,17.43,Live互動美語-新北鶯歌分校,私立艾特文理短期補習班,新北市,鶯歌區,新北市鶯歌區南鶯里育英街43號2樓,,,,5,8,小型,60,160,100,8,3,68.82,122.12,1,文理類,2022-07-20,呂雅慧,呂雅慧,address,21202207200001,學校,OPERATIONAL,https://maps.google.com/?cid=16798625233636299584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9538126,121.3470001,ChIJ3erEMR4faDQRQBPOpaW0IOk
15–20 km,17.45,茱蒂美語文理短期補習(建國國小 鶯歌國小)鶯歌安親班/鶯歌美語/鶯歌英文/鶯歌國中數學/鶯歌國中理化/鶯歌英檢補習班,私立茱蒂美語文理短期補習班 + 私立優e文理短期補習班,新北市,鶯歌區,新北市鶯歌區南鶯里育英街21號,02 2678 6559,,https://www.judy-english.com/,4.5,34,大型,180,160,160,6,6,237.85,590.55,15,外語類 / 文理類,2004-06-25,林淑瑛,林淑瑛,address,21200406230001 21201610240001,學校,OPERATIONAL,https://maps.google.com/?cid=16850024119125160988&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9550567,121.34694879999998,ChIJVYRxIKweaDQRHDQ4PalP1-k
15–20 km,17.46,鶯歌聖禾IvyEnglish-新北鶯歌補習班 課輔班 安親班 推薦 國小/兒童 美語班 英檢班 正音班 寒暑假夏令營 珠心算 自然發音班 外師主題課 麥塊電腦課 TutorABC,私立聖禾文理技藝短期補習班,新北市,鶯歌區,新北市鶯歌區南鶯里育英街19號,02 8677 3222,shengher8@gmail.com,https://www.facebook.com/YinggeShengher,5,122,小型,48,266,128,20,3,42.79,158.42,10,"文理類,外語類,美術、書法、攝影、美工設計、圍棋類,商類：珠算、心算、會計",2005-09-10,郭文英,黃俊瑋,address,21200509090002,學校,OPERATIONAL,https://maps.google.com/?cid=13378954287840532386&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.955105000000003,121.34702089999999,ChIJVYRxIKweaDQRopfsQAqYq7k
15–20 km,17.47,學詮珠心算語文短期補習班,,新北市,鶯歌區,新北市鶯歌區南鶯里育才街90號,02 2678 6728,,,,,,,,,,,,,,,,,,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=15482487916398881806&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.954727,121.34718099999998,ChIJw47gGKweaDQRDqw78LrY3NY
15–20 km,17.56,長頸鹿美語-南崁光明分校 (宇成)安親/美語/英檢/國中/國一先修/升學/私校專班,,桃園市,蘆竹區,桃園市蘆竹區福昌里南昌路264號1樓,03 312 2000,,https://page.line.me/bvr9721q,3.7,3,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=11898897354200560128&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.039800099999997,121.29194079999998,ChIJu-TZnp4faDQRALL1vxlgIaU
15–20 km,17.64,奧斯汀美語 - 鶯歌建國分校 / 私立京英文理短期補習班,私立京英文理短期補習班 + 私立京英文理短期補習班,新北市,鶯歌區,新北市鶯歌區南鶯里建國路210巷4號,02 2678 8587,,https://www.facebook.com/yinggeaustin/,5,18,大型,,,,,8,245.62,456.52,4,文理類,2023-12-06,黃博淳,黃博淳,address,21202312060001 21202312060001,學校,OPERATIONAL,https://maps.google.com/?cid=17952011757735515433&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.953758399999998,121.34915489999997,ChIJPxiLa7MfaDQRKRV2b5RbIvk
15–20 km,17.65,大熊哥美語短期補習班 Big Brother Bear English School,大熊哥美語短期補習班,新北市,鶯歌區,新北市鶯歌區南鶯里育才街29號,02 2670 7732,bigbro.bear@msa.hinet.net,https://b3school.com/,4.9,44,中型,168,84,84,3,6,122.73,275.39,6,外語類,2004-07-28,張愛立刻,高挺維,address,21200307310003,學校,OPERATIONAL,https://maps.google.com/?cid=18432274182316596293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9549466,121.3489229,ChIJqTADlFkfaDQRRZyV37WXzP8
15–20 km,18.55,文賢數理學苑-Live互動美語,新竹縣私立文賢文理短期補習班,新竹縣,竹北市,新竹縣竹北市竹仁里中山路251號,03 551 6586,zchen4761@gmail.com,https://www.facebook.com/wenshianzb,4.6,59,中型,154,440,88,20,7,127.47,195.5,10,文理類,2009-01-12,呂家佳,黃竣聖,address,36200901200001,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=15856574093353569986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.835987,121.0194854,ChIJp01F98I2aDQRwk4ATSDeDdw
15–20 km,18.61,弋果美語新豐分校,新竹縣私立張易文理短期補習班,新竹縣,新豐鄉,新竹縣新豐鄉忠孝村忠孝路129號,03 557 7937,twwsc26003@gmail.com,https://www.facebook.com/eaglehsinfeng,3.7,29,大型,513,1294,324,42,19,618.36,982.14,18,文理類,2013-12-26,張逸文,劉素芸,address,36201312290001,學校,OPERATIONAL,https://maps.google.com/?cid=11952706487950066176&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.879009,120.99930599999999,ChIJD1SZ00IxaDQRAELF_jiL4KU
15–20 km,18.78,良門珠心算美語短期補習班,私立良門珠心算美語短期補習班,桃園市,龜山區,桃園市龜山區龜山里自強東路198號,03 329 9280,joan9336@gmail.com,,5,3,小型,45,46,32,3,3,53.67,157.44,2,"外語類,商類：珠算、心算、會計",1999-04-02,陳俊良,姚嘉玲,address,33200207300034,學校,OPERATIONAL,https://maps.google.com/?cid=12445602330240325670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.996558399999998,121.34430400000001,ChIJjYu06XweaDQRJpi_NWGpt6w
15–20 km,18.86,喬登美語 文興分校,新竹縣私立蒔英文理短期補習班 + 新竹縣私立學兒文理短期補習班,新竹縣,竹北市,新竹縣竹北市隘口里高鐵九路52號2樓,03 612 9009,xion770611@gmail.com; aass123032@gmail.com,https://www.facebook.com/share/187mVxkYqZ/?mibextid=wwXIfr,,,中型,128,1773,545,63,4,255.9,338.14,7,文理類,2023-09-20,曾詠茹,蔡旻哲,address,36202309230002 36202606220001,學校,OPERATIONAL,https://maps.google.com/?cid=2767888211527971697&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8032379,121.0427837,ChIJzyLJEgc3aDQRcbMd2qmDaSY
15–20 km,18.92,三之三芎林分校＜鉅林補習班＞格蘭英語/MPM數學,新竹縣私立鉅林文理短期補習班,新竹縣,芎林鄉,新竹縣芎林鄉芎林村文昌街222號,03 512 0033,g5120033@yahoo.com.tw,https://www.facebook.com/pg/33winwin/about/,4.9,9,中型,100,552,144,20,5,182.53,331.52,17,文理類,2006-07-19,郝芮平,郝芮平,phone,36200607240001,學校,OPERATIONAL,https://maps.google.com/?cid=156644005763506941&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.7759963,121.0786921,ChIJzYt5ZfU3aDQR_WK6r-SCLAI
15–20 km,18.94,互動美語山崎校,極致教育股份有限公司附設新竹縣私立劉欣英文邱天數理山崎文理短期補習班,新竹縣,新豐鄉,新竹縣新豐鄉山崎村學府路70號,03 557 2025,besthr82952364@gmail.com,,4.8,33,中型,48,346,152,22,4,78.63,214.49,8,文理類,2017-11-16,極致教育股份有限公司 (代表人:邱文卿),邱屏樺,phone,36201711220001,學校,OPERATIONAL,https://maps.google.com/?cid=12414411095172997513&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.873042899999998,120.9977603,ChIJcUfePN8xaDQRiWF03x3ZSKw
15–20 km,18.95,文強文理語文短期補習班,,新北市,三峽區,新北市三峽區中埔里弘園街36巷8號,02 8671 1066,,,5,1,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=3237018137725364278&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9272977,121.36594199999999,ChIJx8vLmugbaDQRNuidhtgy7Cw
15–20 km,19.06,徐薇英文芎林文林分校-文林文理才藝補習班,,新竹縣,芎林鄉,新竹縣芎林鄉文林村文德路30號1樓,03 592 1000,,https://www.facebook.com/WinLinSchool?mibextid=ZbWKwL,4.8,63,,,,,,,,,,,,,,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=1519035798172719987&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.7761036,121.07586400000001,ChIJe8WqMB44aDQRc9svnwKzFBU
15–20 km,19.07,Live互動美語竹北文興分校 - 熠新,新竹縣私立熠新文理技藝短期補習班,新竹縣,竹北市,新竹縣竹北市隘口里隘口三街206號,03 668 5581,mintsaiyuan@gmail.com,https://www.facebook.com/profile.php?id=61582188993059,5,32,小型,52,342,92,24,4,72.82,165.2,3,"文理類,資訊類",2026-04-27,閔彩媛,李秀茹,address,36202604270001,學校,OPERATIONAL,https://maps.google.com/?cid=9080127589191330602&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8024378,121.0407576,ChIJ65DWfa03aDQRKiv5DO8XA34
15–20 km,19.16,文特蘭補習班｜菓林分校（菓林國小)【國小安親課輔】【海豚鳥美語課程】【國中英數理化補習班】【升小一先修正音班】,私立文特蘭語文文理短期補習班,桃園市,大園區,桃園市大園區菓林里菓林路137號,03 393 5427,edward.you@msa.hinet.net,https://wentelan.vercel.app/,5,13,小型,84,84,42,4,4,82.42,175.55,3,外語類,2000-06-20,曾淑娟,曾淑娟,address,33200210040006,學校,OPERATIONAL,https://maps.google.com/?cid=8869489318183529185&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0768178,121.2576754,ChIJpfDgsvSfQjQR4Wpz1YrBFns
15–20 km,19.5,高登波士頓語文文理短期補習班,私立高登波士頓語文文理短期補習班,新北市,三峽區,新北市三峽區大同路143號,02 8674 2866,,,5,4,小型,64,64,32,4,4,67.8,139.25,6,文理類,2012-05-21,李品誼,李鈺涵,address,21201205210001,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=16884132785800534533&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.926815,121.37138999999998,ChIJw-uW3-sbaDQRBdoqDlB9UOo
15–20 km,19.7,培淯語文短期補習班,私立培淯語文短期補習班,新北市,三峽區,新北市三峽區中正里永安街188號1樓,02 2672 1035,dolphinkoko1124@gmail.com,,5,9,小型,56,56,56,2,2,34.55,87.68,2,外語類,2008-09-21,陳昰璇,陳昰璇,address,21200809230001,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=10681572769613628438&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9279567,121.3733262,ChIJxwbsd-wbaDQRFkROL9eRPJQ
15–20 km,19.86,樂獅英語竹北興隆分校 國小國中高中英文補習班・自然發音・全民英檢 竹北英文補習班推薦,,新竹縣,竹北市,新竹縣竹北市鹿場里文興路195號,03 550 0887,,https://www.facebook.com/happylionzhubei/,5,302,,,,,,,,,,,,,,,,教育機構,OPERATIONAL,https://maps.google.com/?cid=13853490090923483113&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8158007,121.0185247,ChIJsYou-Vw3aDQR6V_juNZ7QcA
15–20 km,19.92,金蘋果語言中心-竹北教室,,新竹縣,竹北市,新竹縣竹北市鹿場里成功十五街,0956 521 333,,,,,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=14312453235238107361&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.812243700000003,121.02062459999999,ChIJl8tmPrA3aDQR4fjBBmMMoMY
15–20 km,19.93,私立汶喬語文短期補習班,,新北市,三峽區,新北市三峽區中正里大同路88巷6號,02 2674 2314,,,4,1,,,,,,,,,,,,,,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=11054551923795664004&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.928148999999998,121.37561799999999,ChIJ3fyIvewbaDQRhJzzuGeoaZk
15–20 km,19.94,私立資優英語會話短期補習班,新竹縣私立資優文理短期補習班,新竹縣,竹北市,新竹縣竹北市新社里國盛街321號,03 656 2878,mei601011@gmail.com,,4.2,5,小型,34,185,59,9,2,48.93,117.06,3,外語類,1985-11-27,陳伯栩,陳伯栩,phone,36200205220001,學校,OPERATIONAL,https://maps.google.com/?cid=8845373364631860817&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8435919,120.99941380000001,ChIJZ5AarLw2aDQRUXaV2DUUwXo
